date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:28:21	8657/8657	---M-Z	200	added ('OK')	text/html	etag:%22aeca453b663d31:0%22	https://shawee.io/	/home/boss/websites/Brazil/shawee.io/index.html	(from )
23:28:21	103/103	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jan%202018%2021:28:19%20GMT	https://shawee.io/robots.txt		(from )
23:28:22	8095/8095	---M-Z	200	added ('OK')	text/css	etag:%22c24e8fbe463d31:0%22	https://shawee.io/css/style.css	/home/boss/websites/Brazil/shawee.io/css/style.css	(from https://shawee.io/)
23:28:23	5422/5422	---M--	200	added ('OK')	image/svg+xml	etag:%2219c7b5a2ec4cd31:0%22	https://shawee.io/logo.svg	/home/boss/websites/Brazil/shawee.io/logo.svg	(from https://shawee.io/)
23:28:23	35943/35943	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2013%20Nov%202017%2020:19:12%20GMT	https://www.google-analytics.com/analytics.js	/home/boss/websites/Brazil/www.google-analytics.com/analytics.js	(from https://shawee.io/)
23:28:25	34030/34030	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2014%20Nov%202017%2000:30:07%20GMT	https://cdnjs.cloudflare.com/ajax/libs/i18next/10.0.3/i18next.min.js	/home/boss/websites/Brazil/cdnjs.cloudflare.com/ajax/libs/i18next/10.0.3/i18next.min.js	(from https://shawee.io/)
23:28:26	4221/4221	---M-Z	200	added ('OK')	application/x-javascript	etag:%2230b61035124dd31:0%22	https://shawee.io/scripts/i18nextBrowserLanguageDetector.min.js	/home/boss/websites/Brazil/shawee.io/scripts/i18nextBrowserLanguageDetector.min.js	(from https://shawee.io/)
23:28:27	5623/5623	---M-Z	200	added ('OK')	application/x-javascript	etag:%22831294be463d31:0%22	https://shawee.io/scripts/i18n.js	/home/boss/websites/Brazil/shawee.io/scripts/i18n.js	(from https://shawee.io/)
23:28:28	2324/2324	---M-Z	200	added ('OK')	application/x-javascript	etag:%22111699be463d31:0%22	https://shawee.io/scripts/mail.js	/home/boss/websites/Brazil/shawee.io/scripts/mail.js	(from https://shawee.io/)
